sample,phylogroup_containment,phylogroup,assay_type,bioproject,biosample_link,cANI,collection_date_sam,branchwater_containment,geo_loc_name_country_calc,lat_lon,sra_organism,known_country,expected_phylogroup,expected_match
SRR5679028,0.08,PhylI,WGS,PRJNA379303,https://www.ncbi.nlm.nih.gov/biosample/SAMN06685561,0.93,2015-09-01,0.24,USA,"[40.21,-104.8]",terrestrial metagenome,,,False
SRR5679038,0.06,PhylI,WGS,PRJNA379303,https://www.ncbi.nlm.nih.gov/biosample/SAMN06685631,0.93,2015-09-01,0.2,Canada,"[50.34,-113.77]",terrestrial metagenome,,,False
SRR5679049,0.07,PhylI,WGS,PRJNA379303,https://www.ncbi.nlm.nih.gov/biosample/SAMN06685598,0.93,2015-09-01,0.2,Canada,"[53.5,-112.06]",terrestrial metagenome,,,False
SRR5687768,0.57,PhylII,WGS,PRJNA375187,https://www.ncbi.nlm.nih.gov/biosample/SAMN06343755,0.93,2014-06-11,0.21,USA,"[41.7655,-111.8143]",soil metagenome,,,False
SRR5688500,0.26,PhylII,WGS,PRJNA375188,https://www.ncbi.nlm.nih.gov/biosample/SAMN06343756,0.93,2014-06-11,0.23,USA,"[41.7655,-111.8143]",soil metagenome,,,False
SRR5688572,0.51,PhylII,WGS,PRJNA375189,https://www.ncbi.nlm.nih.gov/biosample/SAMN06343757,0.94,2014-06-11,0.28,USA,"[41.7655,-111.8143]",soil metagenome,,,False
SRR5689334,0.64,PhylII,WGS,PRJNA375190,https://www.ncbi.nlm.nih.gov/biosample/SAMN06343758,0.94,2014-06-18,0.28,USA,"[33.8834,-83.4195]",soil metagenome,,,False
SRR5689906,0.1,PhylII,WGS,PRJNA375672,https://www.ncbi.nlm.nih.gov/biosample/SAMN06343974,0.94,2014-08-14,0.3,USA,"[35.8444,-83.9599]",rhizosphere metagenome,,,False
SRR5689907,0.11,PhylII,WGS,PRJNA375671,https://www.ncbi.nlm.nih.gov/biosample/SAMN06343973,0.94,2014-08-14,0.29,USA,"[35.8444,-83.9599]",rhizosphere metagenome,,,False
SRR5689908,0.15,PhylII,WGS,PRJNA375673,https://www.ncbi.nlm.nih.gov/biosample/SAMN06343975,0.94,2014-08-14,0.28,USA,"[35.8444,-83.9599]",rhizosphere metagenome,,,False
SRR5689909,0.18,PhylII,WGS,PRJNA375674,https://www.ncbi.nlm.nih.gov/biosample/SAMN06343976,0.94,2014-08-14,0.28,USA,"[35.8444,-83.9599]",rhizosphere metagenome,,,False
SRR5689928,0.13,PhylII,WGS,PRJNA375670,https://www.ncbi.nlm.nih.gov/biosample/SAMN06343972,0.94,2014-08-14,0.25,USA,"[35.8443,-83.9607]",rhizosphere metagenome,,,False
SRR5690242,0.68,PhylII,WGS,PRJNA375191,https://www.ncbi.nlm.nih.gov/biosample/SAMN06343759,0.93,2014-06-18,0.23,USA,"[33.8834,-83.4195]",soil metagenome,,,False
SRR5690348,0.86,PhylII,WGS,PRJNA375192,https://www.ncbi.nlm.nih.gov/biosample/SAMN06343760,0.93,2014-06-18,0.21,USA,"[33.8834,-83.4195]",soil metagenome,,,False
SRR5690349,0.63,PhylII,WGS,PRJNA375193,https://www.ncbi.nlm.nih.gov/biosample/SAMN06343761,0.94,2014-06-18,0.28,USA,"[33.8834,-83.4195]",soil metagenome,,,False
SRR5690606,0.31,PhylII,WGS,PRJNA375195,https://www.ncbi.nlm.nih.gov/biosample/SAMN06343763,0.94,2015-05-01,0.3,USA,"[41.7655,-111.8143]",soil metagenome,,,False
SRR5712691,0.14,PhylII,WGS,PRJNA375150,https://www.ncbi.nlm.nih.gov/biosample/SAMN06343685,0.93,2015-04-18,0.2,USA,"[39.7291,-123.6419]",soil metagenome,,,False
SRR5738921,0.08,PhylI,WGA,PRJNA378131,https://www.ncbi.nlm.nih.gov/biosample/SAMN06480166,0.94,2014-12-30,0.28,China,"[32.11,119.22]",soil metagenome,China,PhylII;PhylIII,False
SRR5817585,0.09,PhylI,WGS,PRJNA338276,https://www.ncbi.nlm.nih.gov/biosample/SAMN05892929,0.93,2014-11-01,0.21,USA,"[41.382783,-82.51465]",wetland metagenome,,,False
SRR5817586,0.05,PhylI,WGS,PRJNA338276,https://www.ncbi.nlm.nih.gov/biosample/SAMN05892941,0.93,2014-11-01,0.24,USA,"[41.382783,-82.51465]",wetland metagenome,,,False
SRR5817588,0.13,PhylII,WGS,PRJNA338276,https://www.ncbi.nlm.nih.gov/biosample/SAMN05892986,0.94,2015-08-01,0.27,USA,"[41.382783,-82.51465]",wetland metagenome,,,False
SRR5817589,0.11,PhylII,WGS,PRJNA338276,https://www.ncbi.nlm.nih.gov/biosample/SAMN05893001,0.93,2015-08-01,0.23,USA,"[41.382783,-82.51465]",wetland metagenome,,,False
SRR5817590,0.13,PhylII,WGS,PRJNA338276,https://www.ncbi.nlm.nih.gov/biosample/SAMN05893009,0.94,2015-08-01,0.26,USA,"[41.382783,-82.51465]",wetland metagenome,,,False
SRR5823598,0.07,PhylI,WGS,PRJNA393632,https://www.ncbi.nlm.nih.gov/biosample/SAMN07349445,0.93,2010-12-24,0.2,Italy,"[45.19,8.25]",soil metagenome,,,False
SRR5823600,0.09,PhylI,WGS,PRJNA393632,https://www.ncbi.nlm.nih.gov/biosample/SAMN07349451,0.93,2010-12-24,0.2,Italy,"[45.19,8.25]",soil metagenome,,,False
SRR5823602,0.08,PhylI,WGS,PRJNA393632,https://www.ncbi.nlm.nih.gov/biosample/SAMN07349449,0.93,2010-12-24,0.2,Italy,"[45.19,8.25]",soil metagenome,,,False
SRR5823604,0.11,PhylI,WGS,PRJNA393632,https://www.ncbi.nlm.nih.gov/biosample/SAMN07349435,0.93,2010-12-24,0.21,Italy,"[45.19,8.25]",soil metagenome,,,False
SRR5823605,0.14,PhylI,WGS,PRJNA393632,https://www.ncbi.nlm.nih.gov/biosample/SAMN07349434,0.93,2010-12-24,0.21,Italy,"[45.19,8.25]",soil metagenome,,,False
SRR5823607,0.14,PhylI,WGS,PRJNA393632,https://www.ncbi.nlm.nih.gov/biosample/SAMN07349436,0.93,2010-12-24,0.23,Italy,"[45.19,8.25]",soil metagenome,,,False
SRR5823610,0.05,PhylI,WGS,PRJNA393632,https://www.ncbi.nlm.nih.gov/biosample/SAMN07349441,0.93,2010-12-24,0.2,Italy,"[45.19,8.25]",soil metagenome,,,False
SRR5823612,0.04,PhylI,WGS,PRJNA393632,https://www.ncbi.nlm.nih.gov/biosample/SAMN07349443,0.93,2010-12-24,0.24,Italy,"[45.19,8.25]",soil metagenome,,,False
SRR5829696,0.06,PhylI,WGS,PRJNA364856,https://www.ncbi.nlm.nih.gov/biosample/SAMN06266022,0.93,2013-05-29,0.22,USA,"[38.8692,-122.4283]",soil metagenome,,,False
SRR5882672,0.1,PhylII,WGS,PRJNA364435,https://www.ncbi.nlm.nih.gov/biosample/SAMN06264713,0.93,2016-06-16,0.24,USA,"[39.7291,-123.6419]",soil metagenome,,,False
SRR5882724,0.08,PhylII,WGS,PRJNA364433,https://www.ncbi.nlm.nih.gov/biosample/SAMN06264503,0.93,2016-06-16,0.22,USA,"[39.7291,-123.6419]",soil metagenome,,,False
SRR5882757,0.11,PhylII,WGS,PRJNA364436,https://www.ncbi.nlm.nih.gov/biosample/SAMN06265753,0.93,2016-06-16,0.24,USA,"[39.7291,-123.6419]",soil metagenome,,,False
SRR5882762,0.16,PhylII,WGS,PRJNA364438,https://www.ncbi.nlm.nih.gov/biosample/SAMN06264489,0.93,2016-06-16,0.2,USA,"[39.7291,-123.6419]",soil metagenome,,,False
SRR5918911,0.06,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873803,0.94,2012-10-04,0.27,Australia,"[-25.351,131.0423]",soil metagenome,Australia,PhylIV,False
SRR5918912,0.06,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873803,0.94,2012-10-04,0.26,Australia,"[-25.351,131.0423]",soil metagenome,Australia,PhylIV,False
SRR5918992,0.05,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873879,0.93,2012-11-07,0.21,Australia,"[-35.12282,141.99678]",soil metagenome,Australia,PhylIV,False
SRR5918993,0.06,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873880,0.93,2012-08-11,0.23,Australia,"[-36.67146,142.28934]",soil metagenome,Australia,PhylIV,False
SRR5918994,0.06,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873881,0.93,2012-08-11,0.24,Australia,"[-36.67146,142.28934]",soil metagenome,Australia,PhylIV,False
SRR5918995,0.06,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873881,0.93,2012-08-11,0.24,Australia,"[-36.67146,142.28934]",soil metagenome,Australia,PhylIV,False
SRR5918996,0.06,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873873,0.93,2012-11-07,0.24,Australia,"[-35.11641,141.97633]",soil metagenome,Australia,PhylIV,False
SRR5918997,0.06,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873878,0.93,2012-11-07,0.24,Australia,"[-35.12282,141.99678]",soil metagenome,Australia,PhylIV,False
SRR5918998,0.06,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873878,0.93,2012-11-07,0.24,Australia,"[-35.12282,141.99678]",soil metagenome,Australia,PhylIV,False
SRR5918999,0.05,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873879,0.93,2012-11-07,0.22,Australia,"[-35.12282,141.99678]",soil metagenome,Australia,PhylIV,False
SRR5919106,0.05,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873873,0.93,2012-11-07,0.24,Australia,"[-35.11641,141.97633]",soil metagenome,Australia,PhylIV,False
SRR5919107,0.07,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873872,0.94,2012-11-07,0.26,Australia,"[-35.11641,141.97633]",soil metagenome,Australia,PhylIV,False
SRR5919108,0.06,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873810,0.94,2012-11-13,0.25,Australia,"[-25.351,131.041]",soil metagenome,Australia,PhylIV,False
SRR5919109,0.05,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873810,0.93,2012-11-13,0.23,Australia,"[-25.351,131.041]",soil metagenome,Australia,PhylIV,False
SRR5919112,0.06,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873872,0.94,2012-11-07,0.26,Australia,"[-35.11641,141.97633]",soil metagenome,Australia,PhylIV,False
SRR5919197,0.05,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873808,0.93,2012-10-17,0.22,Australia,"[-25.3504,131.0516]",soil metagenome,Australia,PhylIV,False
SRR5919198,0.05,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873808,0.93,2012-10-17,0.22,Australia,"[-25.3504,131.0516]",soil metagenome,Australia,PhylIV,False
SRR5919199,0.06,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873807,0.94,2012-10-17,0.25,Australia,"[-25.3504,131.0516]",soil metagenome,Australia,PhylIV,False
SRR5919201,0.06,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873804,0.94,2012-10-04,0.25,Australia,"[-25.351,131.0423]",soil metagenome,Australia,PhylIV,False
SRR5919202,0.06,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873807,0.94,2012-10-17,0.25,Australia,"[-25.3504,131.0516]",soil metagenome,Australia,PhylIV,False
SRR5919204,0.06,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873804,0.94,2012-10-04,0.25,Australia,"[-25.351,131.0423]",soil metagenome,Australia,PhylIV,False
SRR5919205,0.07,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873809,0.94,2012-11-13,0.27,Australia,"[-25.351,131.041]",soil metagenome,Australia,PhylIV,False
SRR5919206,0.07,PhylI,WGS,PRJNA317932,https://www.ncbi.nlm.nih.gov/biosample/SAMN04873809,0.94,2012-11-13,0.29,Australia,"[-25.351,131.041]",soil metagenome,Australia,PhylIV,False
SRR5947199,0.98,PhylII,WGS,PRJNA365676,https://www.ncbi.nlm.nih.gov/biosample/SAMN06266473,0.93,2014-09-03,0.21,USA,"[39.7392,-123.6308]",soil metagenome,,,False
SRR5947207,0.89,PhylII,WGS,PRJNA365690,https://www.ncbi.nlm.nih.gov/biosample/SAMN06266387,0.93,2014-09-19,0.22,USA,"[39.7392,-123.6308]",soil metagenome,,,False
SRR5947208,0.05,PhylI,WGS,PRJNA365688,https://www.ncbi.nlm.nih.gov/biosample/SAMN06266475,0.93,2014-09-03,0.23,USA,"[39.7392,-123.6308]",soil metagenome,,,False
SRR5947209,0.92,PhylII,WGS,PRJNA365683,https://www.ncbi.nlm.nih.gov/biosample/SAMN06264884,0.93,2014-09-03,0.24,USA,"[39.7392,-123.6308]",soil metagenome,,,False
SRR6032602,0.22,PhylI,WGA,PRJNA406858,https://www.ncbi.nlm.nih.gov/biosample/SAMN07632946,0.94,2015-12-25,0.25,Taiwan,"[25.03,121.57]",activated sludge metagenome,,,False
SRR6032603,0.11,PhylI,WGA,PRJNA406858,https://www.ncbi.nlm.nih.gov/biosample/SAMN07632946,0.93,2015-12-25,0.23,Taiwan,"[25.03,121.57]",activated sludge metagenome,,,False
SRR6047969,0.31,PhylII,WGS,PRJNA405726,https://www.ncbi.nlm.nih.gov/biosample/SAMN07632879,0.94,NP,0.25,USA,"[46.6972164,-92.3279105]",wetland metagenome,,,False
SRR6056495,0.18,PhylII,WGS,PRJNA406026,https://www.ncbi.nlm.nih.gov/biosample/SAMN07630994,0.94,2015-10-07,0.28,USA,"[42.3948,-85.3738]",rhizosphere metagenome,,,False
SRR6056496,0.09,PhylI,WGS,PRJNA406026,https://www.ncbi.nlm.nih.gov/biosample/SAMN07630994,0.93,2015-10-07,0.24,USA,"[42.3948,-85.3738]",rhizosphere metagenome,,,False
SRR6056499,0.15,PhylII,WGS,PRJNA406024,https://www.ncbi.nlm.nih.gov/biosample/SAMN07630993,0.95,2015-10-07,0.35,USA,"[42.3948,-85.3738]",rhizosphere metagenome,,,False
SRR6056501,0.19,PhylII,WGS,PRJNA406023,https://www.ncbi.nlm.nih.gov/biosample/SAMN07630992,0.94,2015-10-07,0.29,USA,"[42.3948,-85.3738]",rhizosphere metagenome,,,False
SRR6056502,0.16,PhylII,WGS,PRJNA405457,https://www.ncbi.nlm.nih.gov/biosample/SAMN07630996,0.95,2015-10-07,0.33,USA,"[42.3948,-85.3738]",rhizosphere metagenome,,,False
SRR6056503,0.17,PhylII,WGS,PRJNA406027,https://www.ncbi.nlm.nih.gov/biosample/SAMN07630995,0.95,2015-10-07,0.33,USA,"[42.3948,-85.3738]",rhizosphere metagenome,,,False
SRR6056504,0.15,PhylII,WGS,PRJNA405458,https://www.ncbi.nlm.nih.gov/biosample/SAMN07630997,0.95,2015-10-07,0.32,USA,"[42.3948,-85.3738]",rhizosphere metagenome,,,False
SRR6056506,0.15,PhylII,WGS,PRJNA405459,https://www.ncbi.nlm.nih.gov/biosample/SAMN07630998,0.95,2015-10-07,0.33,USA,"[42.3948,-85.3738]",rhizosphere metagenome,,,False
SRR6056512,0.09,PhylI,WGS,PRJNA405462,https://www.ncbi.nlm.nih.gov/biosample/SAMN07631001,0.93,2015-10-07,0.23,USA,"[42.3948,-85.3738]",rhizosphere metagenome,,,False
SRR6056513,0.16,PhylII,WGS,PRJNA405462,https://www.ncbi.nlm.nih.gov/biosample/SAMN07631001,0.94,2015-10-07,0.25,USA,"[42.3948,-85.3738]",rhizosphere metagenome,,,False
SRR6056514,0.17,PhylII,WGS,PRJNA405461,https://www.ncbi.nlm.nih.gov/biosample/SAMN07631000,0.95,2015-10-07,0.32,USA,"[42.3948,-85.3738]",rhizosphere metagenome,,,False
SRR6056522,0.18,PhylII,WGS,PRJNA405463,https://www.ncbi.nlm.nih.gov/biosample/SAMN07631002,0.94,2015-10-07,0.26,USA,"[42.3948,-85.3738]",rhizosphere metagenome,,,False
SRR6056554,0.13,PhylII,WGS,PRJNA405465,https://www.ncbi.nlm.nih.gov/biosample/SAMN07631004,0.95,2015-10-07,0.32,USA,"[42.3948,-85.3738]",rhizosphere metagenome,,,False
SRR6056557,0.1,PhylII,WGS,PRJNA405464,https://www.ncbi.nlm.nih.gov/biosample/SAMN07631003,0.95,2015-10-07,0.32,USA,"[42.3948,-85.3738]",rhizosphere metagenome,,,False
SRR6059058,0.06,PhylI,WGS,PRJNA406048,https://www.ncbi.nlm.nih.gov/biosample/SAMN07631257,0.93,2015-07-13,0.21,USA,"[39.7181,-123.6527]",soil metagenome,,,False
SRR6181342,0.05,PhylI,WGS,PRJNA405528,https://www.ncbi.nlm.nih.gov/biosample/SAMN07632034,0.95,2016-02-17,0.31,Panama,"[9.1086,-79.8436]",soil metagenome,,,False
SRR6181350,0.04,PhylI,WGS,PRJNA405529,https://www.ncbi.nlm.nih.gov/biosample/SAMN07632035,0.94,2016-02-17,0.25,Panama,"[9.1086,-79.8436]",soil metagenome,,,False
SRR6184671,0.07,PhylI,WGS,PRJNA406038,https://www.ncbi.nlm.nih.gov/biosample/SAMN07631247,0.95,2015-07-20,0.34,USA,"[42.3938,-85.3708]",soil metagenome,,,False
SRR6185295,0.07,PhylII,WGS,PRJNA406039,https://www.ncbi.nlm.nih.gov/biosample/SAMN07631248,0.95,2015-07-20,0.35,USA,"[42.3938,-85.3708]",soil metagenome,,,False
SRR6185312,0.08,PhylII,WGS,PRJNA406042,https://www.ncbi.nlm.nih.gov/biosample/SAMN07631251,0.94,2015-07-20,0.3,USA,"[42.3938,-85.3708]",soil metagenome,,,False
SRR6185369,0.08,PhylII,WGS,PRJNA406041,https://www.ncbi.nlm.nih.gov/biosample/SAMN07631250,0.95,2015-07-20,0.32,USA,"[42.3938,-85.3708]",soil metagenome,,,False
SRR6185436,0.07,PhylII,WGS,PRJNA406040,https://www.ncbi.nlm.nih.gov/biosample/SAMN07631249,0.95,2015-07-20,0.35,USA,"[42.3938,-85.3708]",soil metagenome,,,False
SRR6185437,0.08,PhylII,WGS,PRJNA406043,https://www.ncbi.nlm.nih.gov/biosample/SAMN07631252,0.94,2015-07-20,0.27,USA,"[42.3938,-85.3708]",soil metagenome,,,False
SRR6185503,0.07,PhylI,WGS,PRJNA406044,https://www.ncbi.nlm.nih.gov/biosample/SAMN07631253,0.95,2015-07-20,0.34,USA,"[42.3938,-85.3708]",soil metagenome,,,False
SRR6185512,0.08,PhylII,WGS,PRJNA406045,https://www.ncbi.nlm.nih.gov/biosample/SAMN07631254,0.94,2015-07-20,0.3,USA,"[42.3938,-85.3708]",soil metagenome,,,False
SRR6195256,0.06,PhylI,WGS,PRJNA366462,https://www.ncbi.nlm.nih.gov/biosample/SAMN06268939,0.93,2011-12-31,0.2,USA,"[38.88,-120.64]",soil metagenome,,,False
SRR6195952,0.08,PhylI,WGS,PRJNA366466,https://www.ncbi.nlm.nih.gov/biosample/SAMN06268943,0.93,2012-12-02,0.22,USA,"[38.88,-120.64]",soil metagenome,,,False
SRR6195974,0.04,PhylI,WGS,PRJNA412436,https://www.ncbi.nlm.nih.gov/biosample/SAMN05384255,0.93,2007-11-07,0.24,Germany,"[50.131881,11.881046]",peat metagenome,,,False
SRR6201982,0.05,PhylI,WGS,PRJNA366708,https://www.ncbi.nlm.nih.gov/biosample/SAMN06268627,0.93,2012-12-02,0.2,USA,"[31.11,-95.15]",soil metagenome,,,False
SRR6201986,0.06,PhylI,WGS,PRJNA366709,https://www.ncbi.nlm.nih.gov/biosample/SAMN06268628,0.93,2012-12-02,0.23,USA,"[31.11,-95.15]",soil metagenome,,,False
SRR6201987,0.05,PhylI,WGS,PRJNA366300,https://www.ncbi.nlm.nih.gov/biosample/SAMN06268688,0.93,2012-12-02,0.21,USA,"[31.11,-95.15]",soil metagenome,,,False
SRR6201988,0.05,PhylI,WGS,PRJNA366710,https://www.ncbi.nlm.nih.gov/biosample/SAMN06268629,0.93,2012-12-02,0.23,USA,"[31.11,-95.15]",soil metagenome,,,False
SRR6201989,0.07,PhylIII,WGS,PRJNA366757,https://www.ncbi.nlm.nih.gov/biosample/SAMN06268676,0.93,2012-12-02,0.21,USA,"[31.11,-95.15]",soil metagenome,,,False
SRR6201990,0.06,PhylI,WGS,PRJNA366401,https://www.ncbi.nlm.nih.gov/biosample/SAMN06268809,0.93,2012-12-02,0.21,USA,"[31.11,-95.15]",soil metagenome,,,False
SRR6201991,0.08,PhylI,WGS,PRJNA366301,https://www.ncbi.nlm.nih.gov/biosample/SAMN06268689,0.93,2012-12-02,0.24,USA,"[31.11,-95.15]",soil metagenome,,,False
SRR6201994,0.06,PhylI,WGS,PRJNA366750,https://www.ncbi.nlm.nih.gov/biosample/SAMN06268669,0.93,2012-12-02,0.21,USA,"[31.11,-95.15]",soil metagenome,,,False
SRR6201995,0.06,PhylI,WGS,PRJNA366303,https://www.ncbi.nlm.nih.gov/biosample/SAMN06268691,0.93,2012-12-02,0.22,USA,"[31.11,-95.15]",soil metagenome,,,False
SRR6201996,0.07,PhylI,WGS,PRJNA366402,https://www.ncbi.nlm.nih.gov/biosample/SAMN06268810,0.93,2012-12-02,0.24,USA,"[31.11,-95.15]",soil metagenome,,,False
SRR6201999,0.06,PhylI,WGS,PRJNA366403,https://www.ncbi.nlm.nih.gov/biosample/SAMN06268811,0.93,2012-12-02,0.22,USA,"[31.11,-95.15]",soil metagenome,,,False
SRR6202007,0.06,PhylI,WGS,PRJNA366410,https://www.ncbi.nlm.nih.gov/biosample/SAMN06268818,0.93,2012-12-02,0.2,USA,"[31.11,-95.15]",soil metagenome,,,False
SRR6202008,0.06,PhylI,WGS,PRJNA366751,https://www.ncbi.nlm.nih.gov/biosample/SAMN06268670,0.93,2011-07-03,0.24,USA,"[31.11,-95.15]",soil metagenome,,,False
SRR6202012,0.06,PhylI,WGS,PRJNA366758,https://www.ncbi.nlm.nih.gov/biosample/SAMN06268677,0.93,2012-12-02,0.21,USA,"[31.11,-95.15]",soil metagenome,,,False
SRR6214544,0.08,PhylI,WGS,PRJNA366149,https://www.ncbi.nlm.nih.gov/biosample/SAMN06268382,0.95,2012-10-12,0.33,USA,"[42.3948,-85.3738]",rhizosphere metagenome,,,False
SRR6231316,0.09,PhylI,WGS,PRJNA414922,https://www.ncbi.nlm.nih.gov/biosample/SAMN06710729,0.93,2015-07-07,0.2,USA,"[41.452804,-90.763299]",sediment metagenome,,,False
SRR6266550,0.14,PhylII,WGS,PRJNA406072,https://www.ncbi.nlm.nih.gov/biosample/SAMN07632055,0.93,2016-06-15,0.2,USA,"[39.5673,-123.4758]",soil metagenome,,,False
SRR6266567,0.04,PhylI,WGS,PRJNA406074,https://www.ncbi.nlm.nih.gov/biosample/SAMN07632057,0.93,2016-06-15,0.21,USA,"[39.5673,-123.4758]",soil metagenome,,,False
SRR6266581,0.06,PhylII,WGS,PRJNA406077,https://www.ncbi.nlm.nih.gov/biosample/SAMN07631896,0.93,2016-06-15,0.21,USA,"[39.5673,-123.4758]",soil metagenome,,,False
SRR6293899,0.11,PhylI,OTHER,PRJNA418191,https://www.ncbi.nlm.nih.gov/biosample/SAMN08027286,0.93,2017-05-15,0.2,China,"""not collected""",rhizosphere metagenome,China,PhylII;PhylIII,False
SRR6307338,0.07,PhylI,WGS,PRJNA419081,https://www.ncbi.nlm.nih.gov/biosample/SAMN08042462,0.93,2014-01-11,0.21,Chile,"[-55.10815,-67.62295]",peat metagenome,,,False
SRR6325480,0.08,PhylI,WGS,PRJNA392834,https://www.ncbi.nlm.nih.gov/biosample/SAMN08097992,0.93,2014-07-01,0.22,China,"[23.623302,116.891809]",soil metagenome,China,PhylII;PhylIII,False
SRR6325481,0.09,PhylI,WGS,PRJNA392834,https://www.ncbi.nlm.nih.gov/biosample/SAMN08097993,0.93,2014-07-01,0.22,China,"[23.648674,116.871558]",soil metagenome,China,PhylII;PhylIII,False
SRR6391594,0.11,PhylI,OTHER,PRJNA422759,https://www.ncbi.nlm.nih.gov/biosample/SAMN08200599,0.93,NP,0.2,China,"[29.21,89.84]",soil metagenome,China,PhylII;PhylIII,False
SRR6436070,0.08,PhylII,WGS,PRJNA406094,https://www.ncbi.nlm.nih.gov/biosample/SAMN07632198,0.93,2013-10-30,0.21,USA,"[41.3778,-82.5108]",wetland metagenome,,,False
SRR6476469,0.07,PhylI,WGS,PRJNA405205,https://www.ncbi.nlm.nih.gov/biosample/SAMN07632554,0.94,2013-11-06,0.27,USA,"[42.4531,-76.3842]",soil metagenome,,,False
SRR6476619,0.09,PhylII,WGS,PRJNA405207,https://www.ncbi.nlm.nih.gov/biosample/SAMN07632556,0.94,2013-11-06,0.25,USA,"[42.4531,-76.3842]",soil metagenome,,,False
SRR6476620,0.08,PhylII,WGS,PRJNA405209,https://www.ncbi.nlm.nih.gov/biosample/SAMN07632558,0.94,2013-11-06,0.28,USA,"[42.4531,-76.3842]",soil metagenome,,,False
SRR6476646,0.08,PhylII,WGS,PRJNA405208,https://www.ncbi.nlm.nih.gov/biosample/SAMN07632557,0.94,2013-11-06,0.28,USA,"[42.4531,-76.3842]",soil metagenome,,,False
SRR6476659,0.08,PhylII,WGS,PRJNA405206,https://www.ncbi.nlm.nih.gov/biosample/SAMN07632555,0.94,2013-11-06,0.27,USA,"[42.4531,-76.3842]",soil metagenome,,,False
SRR6476660,0.09,PhylII,WGS,PRJNA405210,https://www.ncbi.nlm.nih.gov/biosample/SAMN07632559,0.94,2013-11-06,0.25,USA,"[42.4531,-76.3842]",soil metagenome,,,False
SRR6476661,0.14,PhylII,WGS,PRJNA368379,https://www.ncbi.nlm.nih.gov/biosample/SAMN06269067,0.94,2013-11-06,0.28,USA,"[42.4531,-76.3842]",soil metagenome,,,False
SRR6478609,0.18,PhylII,WGS,PRJNA368381,https://www.ncbi.nlm.nih.gov/biosample/SAMN06269069,0.94,2013-11-06,0.3,USA,"[42.4531,-76.3842]",soil metagenome,,,False
SRR6478672,0.1,PhylII,WGS,PRJNA368380,https://www.ncbi.nlm.nih.gov/biosample/SAMN06269068,0.94,2013-11-06,0.3,USA,"[42.4531,-76.3842]",soil metagenome,,,False
SRR6478735,0.1,PhylII,WGS,PRJNA405211,https://www.ncbi.nlm.nih.gov/biosample/SAMN07632560,0.94,2013-11-06,0.3,USA,"[42.4531,-76.3842]",soil metagenome,,,False
SRR6478736,0.1,PhylII,WGS,PRJNA405212,https://www.ncbi.nlm.nih.gov/biosample/SAMN07632561,0.94,2013-11-06,0.29,USA,"[42.4531,-76.3842]",soil metagenome,,,False
SRR6478752,0.18,PhylII,WGS,PRJNA368382,https://www.ncbi.nlm.nih.gov/biosample/SAMN06269070,0.94,2013-11-06,0.29,USA,"[42.4531,-76.3842]",soil metagenome,,,False
SRR6489859,0.19,PhylI,WGS,PRJNA406786,https://www.ncbi.nlm.nih.gov/biosample/SAMN07631782,0.93,2015-07-21,0.21,USA,"[41.1613,-96.6752]",rhizosphere metagenome,,,False
SRR6489884,0.11,PhylII,WGS,PRJNA406787,https://www.ncbi.nlm.nih.gov/biosample/SAMN07631783,0.93,2015-07-21,0.21,USA,"[41.1591,-96.4086]",rhizosphere metagenome,,,False
